scheduler_step,layer,candidates,optimal_set_size,never_again_candidates,pred_hits_optimal,random_hits_optimal,lru_hits_optimal,lfru_hits_optimal,spearman_all,spearman_finite,regret_pred,regret_random,regret_lru,regret_lfru
11,35,51,1,0,0,0,0,0,-0.09419407912427454,-0.09419407912427454,0.007521255722694572,0.007848266841072597,0.005559189012426423,0.005559189012426423
11,37,51,1,0,0,0,1,1,-0.19376671021128902,-0.19376671021128902,0.005232177894048398,0.0013080444735120995,0.0,0.0
11,40,51,2,0,0,0,0,0,0.1149032867030777,0.1149032867030777,0.0013080444735120995,0.0009810333551340746,0.0009810333551340746,0.0009810333551340746
11,43,51,1,0,0,0,0,0,-0.15562747025744197,-0.15562747025744197,0.002616088947024199,0.002616088947024199,0.001962066710268149,0.0016350555918901242
11,46,51,1,0,0,0,1,1,-0.08975413842124305,-0.08975413842124305,0.00882930019620667,0.00882930019620667,0.0,0.0
12,0,52,1,0,0,0,1,1,-0.024451564129656118,-0.024451564129656118,0.003924133420536298,0.003924133420536298,0.0,0.0
12,2,52,1,0,1,0,0,0,0.11048718266045603,0.11048718266045603,0.0,0.002289077828646174,0.002289077828646174,0.002289077828646174
12,4,52,1,0,0,0,0,0,-0.3060914683125466,-0.3060914683125466,0.05689993459777633,0.05624591236102027,0.03106605624591236,0.03106605624591236
12,7,52,1,0,0,0,0,0,-0.16181800639922234,-0.16181800639922234,0.01896664486592544,0.015042511445389144,0.015369522563767168,0.015369522563767168
12,9,52,1,0,0,0,1,1,-0.3828466772515159,-0.3828466772515159,0.006540222367560497,0.006540222367560497,0.0,0.0
12,12,51,2,0,0,0,1,1,-0.22200828508787832,-0.22200828508787832,0.002616088947024199,0.0035971223021582736,0.0,0.0
12,15,51,1,0,0,0,1,1,-0.17449911889547778,-0.17449911889547778,0.022563767168083716,0.026487900588620012,0.0,0.0
12,19,51,1,0,0,0,0,0,-0.04966076012122959,-0.04966076012122959,0.014061478090255068,0.014061478090255068,0.014715500327011119,0.014715500327011119
12,25,51,1,0,0,0,0,0,-0.2831387546455766,-0.2831387546455766,0.007848266841072597,0.007848266841072597,0.005559189012426423,0.005559189012426423
12,28,51,1,0,0,0,1,1,0.11728711898477065,0.11728711898477065,0.014388489208633094,0.014388489208633094,0.0,0.0
12,32,51,1,0,0,0,0,0,-0.07266389581004432,-0.07266389581004432,0.002616088947024199,0.005559189012426423,0.0032701111837802484,0.0032701111837802484
12,37,51,1,0,0,0,1,1,-0.2466634810979017,-0.2466634810979017,0.005886200130804447,0.005886200130804447,0.0,0.0
12,41,51,1,0,0,0,0,0,0.04215957050003797,0.04215957050003797,0.00948332243296272,0.00948332243296272,0.006213211249182472,0.006213211249182472
12,43,51,1,0,0,0,0,0,-0.05669001720682448,-0.05669001720682448,0.0013080444735120995,0.002289077828646174,0.001962066710268149,0.0016350555918901242
12,46,51,1,0,0,0,1,1,0.018275875353020082,0.018275875353020082,0.006540222367560497,0.008175277959450621,0.0,0.0
13,0,52,1,0,0,0,1,1,-0.029005870973396637,-0.029005870973396637,0.003924133420536298,0.0035971223021582736,0.0,0.0
13,1,52,1,0,0,0,0,0,-0.2725619638471207,-0.2725619638471207,0.002616088947024199,0.004251144538914323,0.002289077828646174,0.002289077828646174
13,4,52,1,0,0,0,0,0,-0.4078499031522311,-0.4078499031522311,0.0565729234793983,0.0565729234793983,0.03106605624591236,0.03106605624591236
13,7,52,1,0,0,0,0,0,-0.05968784595945773,-0.05968784595945773,0.016350555918901243,0.018639633747547416,0.015369522563767168,0.015369522563767168
13,10,51,1,0,0,1,0,0,-0.288568799470562,-0.288568799470562,0.004578155657292348,0.0,0.004905166775670372,0.004905166775670372
13,13,51,1,0,0,0,0,0,0.019913822318568676,0.019913822318568676,0.004578155657292348,0.004578155657292348,0.004578155657292348,0.004578155657292348
13,17,51,1,0,0,0,0,0,0.0426877350249622,0.0426877350249622,0.009810333551340745,0.009810333551340745,0.010464355788096796,0.010464355788096796
13,23,51,1,0,0,0,1,1,-0.02314280649976229,-0.02314280649976229,0.020928711576193592,0.021255722694571617,0.0,0.0
13,29,51,1,0,1,0,0,0,0.15484653132706586,0.15484653132706586,0.0,0.004905166775670372,0.004905166775670372,0.004905166775670372
13,36,51,1,0,0,0,0,0,-0.27009975649237367,-0.27009975649237367,0.0029431000654022237,0.0029431000654022237,0.0016350555918901242,0.0016350555918901242
13,40,51,7,0,0,0,0,0,-0.08784250592641091,-0.08784250592641091,0.0006540222367560497,0.0006540222367560497,0.0006540222367560497,0.0006540222367560497
13,44,51,1,0,0,0,1,0,-0.21420110034684167,-0.21420110034684167,0.005559189012426423,0.004251144538914323,0.0,0.004578155657292348
14,0,52,1,0,0,0,1,1,0.005884995257494059,0.005884995257494059,0.0032701111837802484,0.0032701111837802484,0.0,0.0
14,4,52,1,0,0,0,0,0,-0.2505348218442376,-0.2505348218442376,0.05493786788750817,0.0539568345323741,0.03106605624591236,0.03106605624591236
14,9,52,1,0,1,0,0,0,-0.3954852552362266,-0.3954852552362266,0.0,0.009156311314584695,0.0016350555918901242,0.0016350555918901242
14,13,51,1,0,0,0,0,0,-0.012078541530844727,-0.012078541530844727,0.003924133420536298,0.003924133420536298,0.0029431000654022237,0.0029431000654022237
14,18,51,1,0,0,0,0,0,0.07280445069458487,0.07280445069458487,0.012753433616742969,0.015369522563767168,0.015042511445389144,0.015042511445389144
14,23,51,1,0,0,0,1,1,0.0423071497523121,0.0423071497523121,0.020601700457815567,0.020928711576193592,0.0,0.0
14,27,51,1,0,0,0,0,0,-0.061160599782249296,-0.061160599782249296,0.0003270111183780249,0.002616088947024199,0.001962066710268149,0.001962066710268149
14,34,51,1,0,0,0,0,0,-0.06809062061337258,-0.06809062061337258,0.003924133420536298,0.004251144538914323,0.001962066710268149,0.001962066710268149
14,38,51,1,0,0,0,0,0,-0.041823611064629715,-0.041823611064629715,0.005559189012426423,0.005559189012426423,0.0035971223021582736,0.0035971223021582736
14,42,51,1,0,0,0,0,0,-0.08484055955683843,-0.08484055955683843,0.002289077828646174,0.002616088947024199,0.0016350555918901242,0.0016350555918901242
14,46,51,1,0,0,0,1,1,-0.2902367559528795,-0.2902367559528795,0.007848266841072597,0.007848266841072597,0.0,0.0
15,0,52,2,0,0,0,1,1,-0.01461016967515989,-0.01461016967515989,0.0032701111837802484,0.0032701111837802484,0.0,0.0
15,2,52,1,0,0,0,0,0,0.165738515760108,0.165738515760108,0.0035971223021582736,0.0032701111837802484,0.002616088947024199,0.002616088947024199
15,5,52,1,0,0,0,0,0,-0.38610479241442536,-0.38610479241442536,0.005559189012426423,0.005559189012426423,0.004905166775670372,0.004905166775670372
15,10,51,1,0,0,0,0,0,-0.29410803391998247,-0.29410803391998247,0.004251144538914323,0.004251144538914323,0.004251144538914323,0.004251144538914323
15,13,51,1,0,0,0,0,0,0.02060909088241441,0.02060909088241441,0.0032701111837802484,0.003924133420536298,0.0029431000654022237,0.0029431000654022237
15,18,51,1,0,0,0,0,0,-0.18937201543147913,-0.18937201543147913,0.015042511445389144,0.015042511445389144,0.015042511445389144,0.015042511445389144
15,25,51,1,0,0,0,0,0,-0.21323412684368154,-0.21323412684368154,0.0068672334859385216,0.0068672334859385216,0.005559189012426423,0.005559189012426423
15,28,51,1,0,0,0,1,1,-0.05233342518828363,-0.05233342518828363,0.012753433616742969,0.013407455853499018,0.0,0.0
15,34,51,1,0,0,0,0,0,-0.0878006023794689,-0.0878006023794689,0.0032701111837802484,0.003924133420536298,0.001962066710268149,0.001962066710268149
15,37,51,1,0,0,1,1,1,-0.07111269137774914,-0.07111269137774914,0.0016350555918901242,0.0,0.0,0.0
15,39,51,2,0,0,0,0,0,-0.11051536989509243,-0.11051536989509243,0.005232177894048398,0.005232177894048398,0.0013080444735120995,0.0013080444735120995
15,43,51,1,0,0,0,0,0,-0.1482658985676895,-0.1482658985676895,0.0009810333551340746,0.001962066710268149,0.001962066710268149,0.001962066710268149
15,47,51,1,0,0,0,1,1,-0.2501742503439688,-0.2501742503439688,0.0032701111837802484,0.0032701111837802484,0.0,0.0
16,1,52,1,0,0,1,0,0,-0.13880836263633237,-0.13880836263633237,0.0032701111837802484,0.0,0.002616088947024199,0.002616088947024199
16,4,52,1,0,0,0,0,0,-0.22196682405767912,-0.22196682405767912,0.05493786788750817,0.052975801177240024,0.03106605624591236,0.03106605624591236
16,9,52,1,0,0,0,1,1,-0.4456764935409092,-0.4456764935409092,0.007848266841072597,0.0068672334859385216,0.0,0.0
16,13,51,1,0,0,0,0,0,-0.23952234195272232,-0.23952234195272232,0.0029431000654022237,0.0035971223021582736,0.0029431000654022237,0.0029431000654022237
16,16,51,1,0,0,0,0,0,-0.0822440877718442,-0.0822440877718442,0.004578155657292348,0.003924133420536298,0.004578155657292348,0.002616088947024199
16,21,51,1,0,1,0,0,0,0.22885115628028294,0.22885115628028294,0.0,0.0035971223021582736,0.0006540222367560497,0.0006540222367560497
16,25,51,1,0,0,0,0,0,-0.22437990898504526,-0.22437990898504526,0.006540222367560497,0.006540222367560497,0.005559189012426423,0.005559189012426423
16,29,51,1,0,0,0,0,0,-0.35914018426355515,-0.35914018426355515,0.002616088947024199,0.002616088947024199,0.002616088947024199,0.002616088947024199
16,34,51,1,0,0,0,0,0,-0.16102517726490248,-0.16102517726490248,0.002616088947024199,0.0035971223021582736,0.001962066710268149,0.001962066710268149
16,37,51,1,0,0,0,1,1,-0.21612783509479686,-0.21612783509479686,0.0035971223021582736,0.004578155657292348,0.0,0.0
16,41,51,1,0,0,0,0,0,-0.2504347175637911,-0.2504347175637911,0.007848266841072597,0.007194244604316547,0.006213211249182472,0.006213211249182472
16,45,51,1,0,0,0,0,0,-0.24073339990997014,-0.24073339990997014,0.00882930019620667,0.00882930019620667,0.00882930019620667,0.00882930019620667
17,1,52,1,0,0,0,0,0,-0.0695193672569471,-0.0695193672569471,0.005232177894048398,0.005559189012426423,0.005559189012426423,0.005559189012426423
17,5,52,1,0,0,0,0,0,-0.24507925146470416,-0.24507925146470416,0.005232177894048398,0.005232177894048398,0.005232177894048398,0.005232177894048398
17,9,52,1,0,0,0,1,1,-0.3257945684199273,-0.3257945684199273,0.007521255722694572,0.007521255722694572,0.0,0.0
17,13,51,2,0,0,0,0,0,-0.36812877178698633,-0.36812877178698633,0.0035971223021582736,0.001962066710268149,0.0032701111837802484,0.0032701111837802484
17,19,51,1,0,0,0,0,0,-0.12366748980840643,-0.12366748980840643,0.012426422498364944,0.009810333551340745,0.01144538914323087,0.01144538914323087
17,24,51,2,0,0,0,0,0,-0.10925857949813979,-0.10925857949813979,0.0035971223021582736,0.002616088947024199,0.0013080444735120995,0.0013080444735120995
17,30,51,1,0,0,0,1,1,0.06629668085631435,0.06629668085631435,0.0035971223021582736,0.0035971223021582736,0.0,0.0
17,35,51,2,0,0,0,0,0,-0.16311394572662963,-0.16311394572662963,0.005232177894048398,0.005559189012426423,0.005559189012426423,0.005559189012426423
17,39,51,2,0,0,0,0,0,-0.17997960972675817,-0.17997960972675817,0.0035971223021582736,0.004578155657292348,0.0013080444735120995,0.0013080444735120995
17,42,51,1,0,0,0,0,0,0.11509625113826273,0.11509625113826273,0.004578155657292348,0.004578155657292348,0.004905166775670372,0.004905166775670372
17,46,51,1,0,0,0,1,1,-0.35416086345890135,-0.35416086345890135,0.005559189012426423,0.0068672334859385216,0.0,0.0
18,0,52,2,0,0,0,1,1,-0.016926703291594264,-0.016926703291594264,0.002289077828646174,0.0009810333551340746,0.0,0.0
18,2,52,1,0,0,0,0,0,0.1317137118519737,0.1317137118519737,0.005232177894048398,0.005886200130804447,0.005886200130804447,0.005886200130804447
18,5,52,1,0,0,0,0,0,-0.33070552297781775,-0.33070552297781775,0.004905166775670372,0.004578155657292348,0.004251144538914323,0.004251144538914323
18,8,52,1,0,0,0,0,0,-0.20437455640383964,-0.20437455640383964,0.018639633747547416,0.01831262262916939,0.016023544800523218,0.016023544800523218
18,13,51,2,0,0,0,0,0,0.050089051663681584,0.050089051663681584,0.0032701111837802484,0.0032701111837802484,0.0032701111837802484,0.0032701111837802484
18,17,51,1,0,0,0,1,1,-0.02373328095314436,-0.02373328095314436,0.008175277959450621,0.008175277959450621,0.0,0.0
18,23,51,1,0,0,0,1,1,-0.22779839256753054,-0.22779839256753054,0.01831262262916939,0.01962066710268149,0.0,0.0
18,27,51,1,0,0,0,0,0,-0.3820791286452192,-0.3820791286452192,0.0016350555918901242,0.0016350555918901242,0.0006540222367560497,0.0006540222367560497
18,32,51,2,0,0,0,0,0,-0.304192923345459,-0.304192923345459,0.005886200130804447,0.005886200130804447,0.005559189012426423,0.005559189012426423
18,35,51,2,0,0,1,0,0,-0.23192261014814658,-0.23192261014814658,0.004251144538914323,0.0,0.005559189012426423,0.005559189012426423
18,38,51,1,0,0,0,0,0,-0.09122721742866602,-0.09122721742866602,0.004251144538914323,0.004251144538914323,0.0035971223021582736,0.0035971223021582736
18,40,51,1,0,0,0,1,1,-0.22414775523920583,-0.22414775523920583,0.003924133420536298,0.004251144538914323,0.0,0.0
